,soltype
18394,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18395,Kepler Project Candidate (q1_q16_koi)
18396,Kepler Project Candidate (q1_q8_koi)
18397,Kepler Project Candidate (q1_q17_dr24_koi)
18398,Kepler Project Candidate (q1_q17_dr25_koi)
18399,Published Confirmed
18400,Kepler Project Candidate (q1_q16_koi)
18401,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18402,Kepler Project Candidate (q1_q12_koi)
18403,Kepler Project Candidate (q1_q17_dr25_koi)
18404,Published Confirmed
18405,Kepler Project Candidate (q1_q17_dr24_koi)
18406,Published Confirmed
18407,Published Confirmed
18408,Kepler Project Candidate (q1_q8_koi)
18409,Kepler Project Candidate (q1_q17_dr24_koi)
18410,Kepler Project Candidate (q1_q12_koi)
18411,Kepler Project Candidate (q1_q17_dr25_koi)
18412,Kepler Project Candidate (q1_q16_koi)
18413,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18414,Published Confirmed
18415,Published Confirmed
18416,Kepler Project Candidate (q1_q16_koi)
18417,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18418,Kepler Project Candidate (q1_q12_koi)
18419,Kepler Project Candidate (q1_q8_koi)
18420,Kepler Project Candidate (q1_q17_dr25_koi)
18421,Kepler Project Candidate (q1_q17_dr24_koi)
18422,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18423,Kepler Project Candidate (q1_q12_koi)
18424,Published Confirmed
18425,Kepler Project Candidate (q1_q17_dr25_koi)
18426,Kepler Project Candidate (q1_q17_dr24_koi)
18427,Kepler Project Candidate (q1_q16_koi)
18428,Kepler Project Candidate (q1_q8_koi)
18429,Published Confirmed
18430,Kepler Project Candidate (q1_q8_koi)
18431,Published Confirmed
18432,Published Confirmed
18433,Kepler Project Candidate (q1_q17_dr25_koi)
18434,Kepler Project Candidate (q1_q17_dr24_koi)
18435,Kepler Project Candidate (q1_q16_koi)
18436,Kepler Project Candidate (q1_q12_koi)
18437,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18438,Published Confirmed
18439,Kepler Project Candidate (q1_q17_dr25_koi)
18440,Published Confirmed
18441,Kepler Project Candidate (q1_q17_dr24_koi)
18442,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18443,Kepler Project Candidate (q1_q16_koi)
18444,Kepler Project Candidate (q1_q12_koi)
18445,Kepler Project Candidate (q1_q17_dr24_koi)
18446,Kepler Project Candidate (q1_q17_dr25_koi)
18447,Kepler Project Candidate (q1_q8_koi)
18448,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18449,Kepler Project Candidate (q1_q12_koi)
18450,Published Confirmed
18451,Kepler Project Candidate (q1_q16_koi)
18452,Kepler Project Candidate (q1_q17_dr25_koi)
18453,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18454,Published Confirmed
18455,Kepler Project Candidate (q1_q17_dr24_koi)
18456,Published Confirmed
18457,Published Confirmed
18458,Kepler Project Candidate (q1_q8_koi)
18459,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18460,Published Confirmed
18461,Published Confirmed
18462,Kepler Project Candidate (q1_q17_dr24_koi)
18463,Published Confirmed
18464,Published Confirmed
18465,Published Confirmed
18466,Kepler Project Candidate (q1_q17_dr25_koi)
18467,Kepler Project Candidate (q1_q12_koi)
18468,Kepler Project Candidate (q1_q16_koi)
18469,Published Confirmed
18470,Kepler Project Candidate (q1_q16_koi)
18471,Published Confirmed
18472,Published Confirmed
18473,Kepler Project Candidate (q1_q8_koi)
18474,Published Confirmed
18475,Kepler Project Candidate (q1_q12_koi)
18476,Published Confirmed
18477,Kepler Project Candidate (q1_q17_dr24_koi)
18478,Published Confirmed
18479,Kepler Project Candidate (q1_q17_dr25_koi)
18480,Published Confirmed
18481,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18482,Published Confirmed
18483,Published Confirmed
18484,Kepler Project Candidate (q1_q12_koi)
18485,Published Confirmed
18486,Kepler Project Candidate (q1_q8_koi)
18487,Kepler Project Candidate (q1_q17_dr24_koi)
18488,Published Confirmed
18489,Published Confirmed
18490,Published Confirmed
18491,Published Confirmed
18492,Published Confirmed
18493,Published Confirmed
18494,Published Confirmed
18495,Kepler Project Candidate (q1_q16_koi)
18496,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18497,Kepler Project Candidate (q1_q17_dr25_koi)
18498,Published Confirmed
18499,Kepler Project Candidate (q1_q12_koi)
18500,Published Confirmed
18501,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18502,Kepler Project Candidate (q1_q8_koi)
18503,Kepler Project Candidate (q1_q17_dr25_koi)
18504,Kepler Project Candidate (q1_q17_dr24_koi)
18505,Published Confirmed
18506,Published Confirmed
18507,Published Confirmed
18508,Kepler Project Candidate (q1_q16_koi)
18509,Published Confirmed
18510,Published Confirmed
18511,Kepler Project Candidate (q1_q17_dr24_koi)
18512,Published Confirmed
18513,Published Confirmed
18514,Published Confirmed
18515,Kepler Project Candidate (q1_q17_dr25_koi)
18516,Kepler Project Candidate (q1_q16_koi)
18517,Kepler Project Candidate (q1_q8_koi)
18518,Published Confirmed
18519,Published Confirmed
18520,Kepler Project Candidate (q1_q12_koi)
18521,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18522,Published Confirmed
18523,Published Confirmed
18524,Published Confirmed
18525,Published Confirmed
18526,Published Confirmed
18527,Kepler Project Candidate (q1_q8_koi)
18528,Kepler Project Candidate (q1_q17_dr24_koi)
18529,Published Confirmed
18530,Published Confirmed
18531,Published Confirmed
18532,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18533,Kepler Project Candidate (q1_q17_dr25_koi)
18534,Published Confirmed
18535,Published Confirmed
18536,Kepler Project Candidate (q1_q12_koi)
18537,Kepler Project Candidate (q1_q16_koi)
18538,Published Confirmed
18539,Kepler Project Candidate (q1_q17_dr25_koi)
18540,Kepler Project Candidate (q1_q16_koi)
18541,Published Confirmed
18542,Kepler Project Candidate (q1_q17_dr24_koi)
18543,Kepler Project Candidate (q1_q8_koi)
18544,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18545,Published Confirmed
18546,Published Confirmed
18547,Kepler Project Candidate (q1_q12_koi)
18548,Kepler Project Candidate (q1_q17_dr24_koi)
18549,Published Confirmed
18550,Kepler Project Candidate (q1_q8_koi)
18551,Kepler Project Candidate (q1_q12_koi)
18552,Published Confirmed
18553,Kepler Project Candidate (q1_q16_koi)
18554,Kepler Project Candidate (q1_q17_dr25_koi)
18555,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18556,Published Confirmed
18557,Kepler Project Candidate (q1_q8_koi)
18558,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18559,Kepler Project Candidate (q1_q17_dr24_koi)
18560,Kepler Project Candidate (q1_q12_koi)
18561,Kepler Project Candidate (q1_q17_dr25_koi)
18562,Published Confirmed
18563,Kepler Project Candidate (q1_q16_koi)
18564,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18565,Kepler Project Candidate (q1_q12_koi)
18566,Kepler Project Candidate (q1_q17_dr25_koi)
18567,Published Confirmed
18568,Kepler Project Candidate (q1_q16_koi)
18569,Kepler Project Candidate (q1_q17_dr24_koi)
18570,Kepler Project Candidate (q1_q16_koi)
18571,Kepler Project Candidate (q1_q17_dr24_koi)
18572,Published Confirmed
18573,Kepler Project Candidate (q1_q17_dr25_koi)
18574,Kepler Project Candidate (q1_q8_koi)
18575,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18576,Kepler Project Candidate (q1_q12_koi)
18577,Published Confirmed
18578,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18579,Published Confirmed
18580,Kepler Project Candidate (q1_q8_koi)
18581,Published Confirmed
18582,Kepler Project Candidate (q1_q17_dr24_koi)
18583,Published Confirmed
18584,Kepler Project Candidate (q1_q16_koi)
18585,Published Confirmed
18586,Kepler Project Candidate (q1_q17_dr25_koi)
18587,Kepler Project Candidate (q1_q12_koi)
18588,Published Confirmed
18589,Kepler Project Candidate (q1_q8_koi)
18590,Kepler Project Candidate (q1_q16_koi)
18591,Kepler Project Candidate (q1_q17_dr24_koi)
18592,Published Confirmed
18593,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18594,Kepler Project Candidate (q1_q12_koi)
18595,Published Confirmed
18596,Published Confirmed
18597,Published Confirmed
18598,Kepler Project Candidate (q1_q17_dr25_koi)
18599,Published Confirmed
18600,Kepler Project Candidate (q1_q16_koi)
18601,Published Confirmed
18602,Kepler Project Candidate (q1_q17_dr25_koi)
18603,Published Confirmed
18604,Kepler Project Candidate (q1_q17_dr24_koi)
18605,Published Confirmed
18606,Published Confirmed
18607,Kepler Project Candidate (q1_q8_koi)
18608,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18609,Kepler Project Candidate (q1_q12_koi)
18610,Published Confirmed
18611,Kepler Project Candidate (q1_q8_koi)
18612,Published Confirmed
18613,Kepler Project Candidate (q1_q16_koi)
18614,Kepler Project Candidate (q1_q17_dr24_koi)
18615,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18616,Kepler Project Candidate (q1_q17_dr25_koi)
18617,Published Confirmed
18618,Published Confirmed
18619,Published Confirmed
18620,Published Confirmed
18621,Kepler Project Candidate (q1_q12_koi)
18622,Kepler Project Candidate (q1_q16_koi)
18623,Kepler Project Candidate (q1_q12_koi)
18624,Published Confirmed
18625,Kepler Project Candidate (q1_q17_dr24_koi)
18626,Published Confirmed
18627,Published Confirmed
18628,Published Confirmed
18629,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18630,Kepler Project Candidate (q1_q17_dr25_koi)
18631,Kepler Project Candidate (q1_q8_koi)
18632,Published Confirmed
18633,Kepler Project Candidate (q1_q17_dr24_koi)
18634,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18635,Kepler Project Candidate (q1_q12_koi)
18636,Published Confirmed
18637,Published Confirmed
18638,Kepler Project Candidate (q1_q8_koi)
18639,Published Confirmed
18640,Published Confirmed
18641,Kepler Project Candidate (q1_q16_koi)
18642,Kepler Project Candidate (q1_q17_dr25_koi)
18643,Published Confirmed
18644,Published Confirmed
18645,Kepler Project Candidate (q1_q17_dr24_koi)
18646,Kepler Project Candidate (q1_q16_koi)
18647,Published Confirmed
18648,Kepler Project Candidate (q1_q17_dr25_koi)
18649,Kepler Project Candidate (q1_q12_koi)
18650,Published Confirmed
18651,Published Confirmed
18652,Published Confirmed
18653,Published Confirmed
18654,Published Confirmed
18655,Kepler Project Candidate (q1_q8_koi)
18656,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18657,Kepler Project Candidate (q1_q16_koi)
18658,Published Confirmed
18659,Kepler Project Candidate (q1_q12_koi)
18660,Kepler Project Candidate (q1_q8_koi)
18661,Kepler Project Candidate (q1_q17_dr25_koi)
18662,Published Confirmed
18663,Kepler Project Candidate (q1_q17_dr24_koi)
18664,Published Confirmed
18665,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18666,Published Confirmed
18667,Published Confirmed
18668,Published Confirmed
18669,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18670,Kepler Project Candidate (q1_q8_koi)
18671,Kepler Project Candidate (q1_q17_dr24_koi)
18672,Published Confirmed
18673,Published Confirmed
18674,Kepler Project Candidate (q1_q17_dr25_koi)
18675,Published Confirmed
18676,Kepler Project Candidate (q1_q16_koi)
18677,Published Confirmed
18678,Kepler Project Candidate (q1_q12_koi)
18679,Published Confirmed
18680,Published Confirmed
18681,Published Confirmed
18682,Kepler Project Candidate (q1_q16_koi)
18683,Kepler Project Candidate (q1_q17_dr25_koi)
18684,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18685,Kepler Project Candidate (q1_q12_koi)
18686,Published Confirmed
18687,Published Confirmed
18688,Kepler Project Candidate (q1_q8_koi)
18689,Published Confirmed
18690,Kepler Project Candidate (q1_q17_dr24_koi)
18691,Published Confirmed
18692,Kepler Project Candidate (q1_q16_koi)
18693,Published Confirmed
18694,Published Confirmed
18695,Published Confirmed
18696,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18697,Published Confirmed
18698,Published Confirmed
18699,Kepler Project Candidate (q1_q17_dr25_koi)
18700,Kepler Project Candidate (q1_q12_koi)
18701,Published Confirmed
18702,Kepler Project Candidate (q1_q17_dr24_koi)
18703,Kepler Project Candidate (q1_q8_koi)
18704,Published Confirmed
18705,Kepler Project Candidate (q1_q8_koi)
18706,Kepler Project Candidate (q1_q12_koi)
18707,Published Confirmed
18708,Published Confirmed
18709,Kepler Project Candidate (q1_q17_dr25_koi)
18710,Published Confirmed
18711,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18712,Published Confirmed
18713,Kepler Project Candidate (q1_q17_dr24_koi)
18714,Kepler Project Candidate (q1_q16_koi)
18715,Kepler Project Candidate (q1_q8_koi)
18716,Published Confirmed
18717,Kepler Project Candidate (q1_q12_koi)
18718,Published Confirmed
18719,Kepler Project Candidate (q1_q17_dr24_koi)
18720,Kepler Project Candidate (q1_q16_koi)
18721,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18722,Published Confirmed
18723,Published Confirmed
18724,Published Confirmed
18725,Kepler Project Candidate (q1_q17_dr25_koi)
18726,Published Confirmed
18727,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18728,Kepler Project Candidate (q1_q16_koi)
18729,Kepler Project Candidate (q1_q17_dr25_koi)
18730,Kepler Project Candidate (q1_q12_koi)
18731,Published Confirmed
18732,Kepler Project Candidate (q1_q17_dr24_koi)
18733,Published Confirmed
18734,Published Confirmed
18735,Published Confirmed
18736,Kepler Project Candidate (q1_q8_koi)
18737,Published Confirmed
18738,Published Confirmed
18739,Published Confirmed
18740,Kepler Project Candidate (q1_q8_koi)
18741,Kepler Project Candidate (q1_q12_koi)
18742,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18743,Kepler Project Candidate (q1_q17_dr24_koi)
18744,Kepler Project Candidate (q1_q16_koi)
18745,Kepler Project Candidate (q1_q17_dr25_koi)
18746,Published Confirmed
18747,Kepler Project Candidate (q1_q12_koi)
18748,Kepler Project Candidate (q1_q17_dr25_koi)
18749,Kepler Project Candidate (q1_q8_koi)
18750,Published Confirmed
18751,Published Confirmed
18752,Kepler Project Candidate (q1_q16_koi)
18753,Published Confirmed
18754,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18755,Kepler Project Candidate (q1_q17_dr24_koi)
18756,Published Confirmed
18757,Published Confirmed
18758,Published Confirmed
18759,Published Confirmed
18760,Kepler Project Candidate (q1_q8_koi)
18761,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18762,Kepler Project Candidate (q1_q12_koi)
18763,Kepler Project Candidate (q1_q17_dr24_koi)
18764,Kepler Project Candidate (q1_q17_dr25_koi)
18765,Kepler Project Candidate (q1_q16_koi)
18766,Published Confirmed
18767,Published Confirmed
18768,Published Confirmed
18769,Published Confirmed
18770,Kepler Project Candidate (q1_q17_dr24_koi)
18771,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18772,Published Confirmed
18773,Published Confirmed
18774,Kepler Project Candidate (q1_q17_dr25_koi)
18775,Kepler Project Candidate (q1_q8_koi)
18776,Kepler Project Candidate (q1_q16_koi)
18777,Kepler Project Candidate (q1_q12_koi)
18778,Kepler Project Candidate (q1_q17_dr24_koi)
18779,Published Confirmed
18780,Kepler Project Candidate (q1_q17_dr25_koi)
18781,Published Confirmed
18782,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18783,Published Confirmed
18784,Kepler Project Candidate (q1_q16_koi)
18785,Published Confirmed
18786,Kepler Project Candidate (q1_q8_koi)
18787,Published Confirmed
18788,Kepler Project Candidate (q1_q12_koi)
18789,Kepler Project Candidate (q1_q16_koi)
18790,Published Confirmed
18791,Kepler Project Candidate (q1_q17_dr25_koi)
18792,Kepler Project Candidate (q1_q12_koi)
18793,Published Confirmed
18794,Published Confirmed
18795,Published Confirmed
18796,Kepler Project Candidate (q1_q17_dr24_koi)
18797,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18798,Kepler Project Candidate (q1_q8_koi)
18799,Published Confirmed
18800,Published Confirmed
18801,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18802,Kepler Project Candidate (q1_q17_dr25_koi)
18803,Kepler Project Candidate (q1_q16_koi)
18804,Kepler Project Candidate (q1_q8_koi)
18805,Published Confirmed
18806,Kepler Project Candidate (q1_q17_dr24_koi)
18807,Published Confirmed
18808,Published Confirmed
18809,Kepler Project Candidate (q1_q12_koi)
18810,Kepler Project Candidate (q1_q17_dr25_koi)
18811,Kepler Project Candidate (q1_q17_dr24_koi)
18812,Kepler Project Candidate (q1_q16_koi)
18813,Published Confirmed
18814,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18815,Published Confirmed
18816,Kepler Project Candidate (q1_q8_koi)
18817,Published Confirmed
18818,Published Confirmed
18819,Kepler Project Candidate (q1_q12_koi)
18820,Published Confirmed
18821,Published Confirmed
18822,Published Confirmed
18823,Published Confirmed
18824,Published Confirmed
18825,Kepler Project Candidate (q1_q8_koi)
18826,Kepler Project Candidate (q1_q17_dr24_koi)
18827,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18828,Kepler Project Candidate (q1_q12_koi)
18829,Kepler Project Candidate (q1_q16_koi)
18830,Kepler Project Candidate (q1_q17_dr25_koi)
18831,Published Confirmed
18832,Kepler Project Candidate (q1_q12_koi)
18833,Published Confirmed
18834,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18835,Published Confirmed
18836,Published Confirmed
18837,Kepler Project Candidate (q1_q17_dr24_koi)
18838,Kepler Project Candidate (q1_q16_koi)
18839,Published Confirmed
18840,Published Confirmed
18841,Published Confirmed
18842,Kepler Project Candidate (q1_q17_dr25_koi)
18843,Kepler Project Candidate (q1_q8_koi)
18844,Published Confirmed
18845,Published Confirmed
18846,Kepler Project Candidate (q1_q17_dr24_koi)
18847,Published Confirmed
18848,Published Confirmed
18849,Published Confirmed
18850,Kepler Project Candidate (q1_q12_koi)
18851,Published Confirmed
18852,Kepler Project Candidate (q1_q17_dr25_koi)
18853,Kepler Project Candidate (q1_q8_koi)
18854,Published Confirmed
18855,Kepler Project Candidate (q1_q16_koi)
18856,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18857,Kepler Project Candidate (q1_q16_koi)
18858,Kepler Project Candidate (q1_q17_dr25_koi)
18859,Published Confirmed
18860,Published Confirmed
18861,Kepler Project Candidate (q1_q17_dr24_koi)
18862,Kepler Project Candidate (q1_q8_koi)
18863,Published Confirmed
18864,Published Confirmed
18865,Kepler Project Candidate (q1_q12_koi)
18866,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18867,TESS Project Candidate
18868,Published Confirmed
18869,Published Confirmed
18870,Published Confirmed
18871,Kepler Project Candidate (q1_q8_koi)
18872,Kepler Project Candidate (q1_q16_koi)
18873,Kepler Project Candidate (q1_q17_dr24_koi)
18874,Published Confirmed
18875,Published Confirmed
18876,Published Confirmed
18877,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18878,Published Confirmed
18879,Published Confirmed
18880,Kepler Project Candidate (q1_q12_koi)
18881,Published Confirmed
18882,Kepler Project Candidate (q1_q17_dr25_koi)
18883,Kepler Project Candidate (q1_q8_koi)
18884,Published Confirmed
18885,Kepler Project Candidate (q1_q17_dr25_koi)
18886,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18887,Kepler Project Candidate (q1_q12_koi)
18888,Kepler Project Candidate (q1_q17_dr24_koi)
18889,Published Confirmed
18890,Published Confirmed
18891,Published Confirmed
18892,Published Confirmed
18893,Kepler Project Candidate (q1_q16_koi)
18894,Published Confirmed
18895,Published Confirmed
18896,Published Confirmed
18897,Kepler Project Candidate (q1_q12_koi)
18898,Kepler Project Candidate (q1_q8_koi)
18899,Published Confirmed
18900,Published Confirmed
18901,Kepler Project Candidate (q1_q16_koi)
18902,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18903,Kepler Project Candidate (q1_q17_dr24_koi)
18904,Kepler Project Candidate (q1_q17_dr25_koi)
18905,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18906,Published Confirmed
18907,Published Confirmed
18908,Published Confirmed
18909,Kepler Project Candidate (q1_q12_koi)
18910,Published Confirmed
18911,Published Confirmed
18912,Kepler Project Candidate (q1_q17_dr25_koi)
18913,Kepler Project Candidate (q1_q17_dr24_koi)
18914,Kepler Project Candidate (q1_q16_koi)
18915,Kepler Project Candidate (q1_q8_koi)
18916,Kepler Project Candidate (q1_q17_dr24_koi)
18917,Kepler Project Candidate (q1_q12_koi)
18918,Kepler Project Candidate (q1_q16_koi)
18919,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18920,Published Confirmed
18921,Published Confirmed
18922,Published Confirmed
18923,Published Confirmed
18924,Kepler Project Candidate (q1_q8_koi)
18925,Kepler Project Candidate (q1_q17_dr25_koi)
18926,Kepler Project Candidate (q1_q17_dr25_koi)
18927,Kepler Project Candidate (q1_q12_koi)
18928,Published Confirmed
18929,Published Confirmed
18930,Kepler Project Candidate (q1_q17_dr24_koi)
18931,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18932,Published Confirmed
18933,Kepler Project Candidate (q1_q16_koi)
18934,Kepler Project Candidate (q1_q8_koi)
18935,Kepler Project Candidate (q1_q17_dr25_koi)
18936,Published Confirmed
18937,Published Confirmed
18938,Kepler Project Candidate (q1_q8_koi)
18939,Published Confirmed
18940,Kepler Project Candidate (q1_q16_koi)
18941,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18942,Published Confirmed
18943,Kepler Project Candidate (q1_q17_dr24_koi)
18944,Kepler Project Candidate (q1_q12_koi)
18945,Published Confirmed
18946,Kepler Project Candidate (q1_q16_koi)
18947,Published Confirmed
18948,Published Confirmed
18949,Published Confirmed
18950,Published Confirmed
18951,Kepler Project Candidate (q1_q17_dr25_koi)
18952,Kepler Project Candidate (q1_q8_koi)
18953,Kepler Project Candidate (q1_q12_koi)
18954,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18955,Published Confirmed
18956,Kepler Project Candidate (q1_q17_dr24_koi)
18957,Published Confirmed
18958,Kepler Project Candidate (q1_q17_dr25_koi)
18959,Published Confirmed
18960,Kepler Project Candidate (q1_q16_koi)
18961,Kepler Project Candidate (q1_q17_dr24_koi)
18962,Kepler Project Candidate (q1_q12_koi)
18963,Published Confirmed
18964,Published Confirmed
18965,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18966,Published Confirmed
18967,Kepler Project Candidate (q1_q8_koi)
18968,Published Confirmed
18969,Kepler Project Candidate (q1_q16_koi)
18970,Published Confirmed
18971,Published Confirmed
18972,Kepler Project Candidate (q1_q17_dr25_koi)
18973,Published Confirmed
18974,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18975,Published Confirmed
18976,Published Confirmed
18977,Kepler Project Candidate (q1_q8_koi)
18978,Kepler Project Candidate (q1_q12_koi)
18979,Kepler Project Candidate (q1_q17_dr24_koi)
18980,Kepler Project Candidate (q1_q17_dr24_koi)
18981,Kepler Project Candidate (q1_q17_dr25_koi)
18982,Kepler Project Candidate (q1_q16_koi)
18983,Published Confirmed
18984,Published Confirmed
18985,Published Confirmed
18986,Kepler Project Candidate (q1_q12_koi)
18987,Published Confirmed
18988,Kepler Project Candidate (q1_q8_koi)
18989,Published Confirmed
18990,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18991,Published Confirmed
18992,Published Confirmed
18993,Kepler Project Candidate (q1_q17_dr25_koi)
18994,Kepler Project Candidate (q1_q17_dr25_sup_koi)
18995,Kepler Project Candidate (q1_q17_dr24_koi)
18996,Published Confirmed
18997,Kepler Project Candidate (q1_q12_koi)
18998,Published Confirmed
18999,Published Confirmed
19000,Kepler Project Candidate (q1_q8_koi)
19001,Published Confirmed
19002,Kepler Project Candidate (q1_q16_koi)
19003,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19004,Kepler Project Candidate (q1_q16_koi)
19005,Kepler Project Candidate (q1_q12_koi)
19006,Kepler Project Candidate (q1_q17_dr25_koi)
19007,Kepler Project Candidate (q1_q8_koi)
19008,Published Confirmed
19009,Published Confirmed
19010,Published Confirmed
19011,Published Confirmed
19012,Published Confirmed
19013,Kepler Project Candidate (q1_q17_dr24_koi)
19014,Published Confirmed
19015,Published Confirmed
19016,Kepler Project Candidate (q1_q17_dr25_koi)
19017,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19018,Published Confirmed
19019,Published Confirmed
19020,Published Confirmed
19021,Kepler Project Candidate (q1_q12_koi)
19022,Kepler Project Candidate (q1_q8_koi)
19023,Kepler Project Candidate (q1_q17_dr24_koi)
19024,Kepler Project Candidate (q1_q16_koi)
19025,Published Confirmed
19026,Kepler Project Candidate (q1_q12_koi)
19027,Published Confirmed
19028,Kepler Project Candidate (q1_q16_koi)
19029,Kepler Project Candidate (q1_q17_dr25_koi)
19030,Kepler Project Candidate (q1_q8_koi)
19031,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19032,Published Confirmed
19033,Published Confirmed
19034,Published Confirmed
19035,Kepler Project Candidate (q1_q17_dr24_koi)
19036,Published Confirmed
19037,Published Confirmed
19038,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19039,Kepler Project Candidate (q1_q12_koi)
19040,Kepler Project Candidate (q1_q16_koi)
19041,Kepler Project Candidate (q1_q8_koi)
19042,Published Confirmed
19043,Kepler Project Candidate (q1_q17_dr25_koi)
19044,Published Confirmed
19045,Published Confirmed
19046,Kepler Project Candidate (q1_q17_dr24_koi)
19047,Kepler Project Candidate (q1_q17_dr25_koi)
19048,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19049,Kepler Project Candidate (q1_q8_koi)
19050,Kepler Project Candidate (q1_q16_koi)
19051,Published Confirmed
19052,Published Confirmed
19053,Published Confirmed
19054,Kepler Project Candidate (q1_q12_koi)
19055,Kepler Project Candidate (q1_q17_dr24_koi)
19056,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19057,Kepler Project Candidate (q1_q17_dr25_koi)
19058,Kepler Project Candidate (q1_q16_koi)
19059,Published Confirmed
19060,Published Confirmed
19061,Kepler Project Candidate (q1_q17_dr24_koi)
19062,Published Confirmed
19063,Kepler Project Candidate (q1_q8_koi)
19064,Published Confirmed
19065,Published Confirmed
19066,Kepler Project Candidate (q1_q12_koi)
19067,Published Confirmed
19068,Kepler Project Candidate (q1_q17_dr25_koi)
19069,Published Confirmed
19070,Published Confirmed
19071,Kepler Project Candidate (q1_q16_koi)
19072,Published Confirmed
19073,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19074,Kepler Project Candidate (q1_q8_koi)
19075,Kepler Project Candidate (q1_q17_dr24_koi)
19076,Kepler Project Candidate (q1_q12_koi)
19077,Published Confirmed
19078,Published Confirmed
19079,Published Confirmed
19080,Kepler Project Candidate (q1_q16_koi)
19081,Kepler Project Candidate (q1_q17_dr24_koi)
19082,Kepler Project Candidate (q1_q17_dr25_koi)
19083,Kepler Project Candidate (q1_q8_koi)
19084,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19085,Published Confirmed
19086,Kepler Project Candidate (q1_q12_koi)
19087,Kepler Project Candidate (q1_q12_koi)
19088,Published Confirmed
19089,Published Confirmed
19090,Kepler Project Candidate (q1_q16_koi)
19091,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19092,Published Confirmed
19093,Kepler Project Candidate (q1_q17_dr24_koi)
19094,Kepler Project Candidate (q1_q8_koi)
19095,Kepler Project Candidate (q1_q17_dr25_koi)
19096,Published Confirmed
19097,Published Confirmed
19098,Published Confirmed
19099,Kepler Project Candidate (q1_q12_koi)
19100,Published Confirmed
19101,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19102,Published Confirmed
